neg,pos,neu,compound
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.494,0.506,0.5994
0.0,0.492,0.508,0.4404
0.0,0.0,1.0,0.0
0.0,0.42,0.58,0.4404
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.608,0.392,0.5647
0.0,0.608,0.392,0.5647
0.222,0.0,0.778,-0.25
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.372,0.0,0.628,-0.631
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.208,0.792,0.2732
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.558,0.442,0.743
0.0,0.0,1.0,0.0
0.0,0.318,0.682,0.6369
0.0,0.0,1.0,0.0
0.0,0.351,0.649,0.5023
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.481,0.519,0.8126
0.0,0.263,0.737,0.3612
0.0,0.271,0.729,0.3818
0.0,0.0,1.0,0.0
0.0,0.292,0.708,0.5106
0.0,0.545,0.455,0.8126
0.0,0.0,1.0,0.0
0.0,0.352,0.648,0.5859
0.0,0.0,1.0,0.0
0.0,0.456,0.544,0.7717
0.0,0.879,0.121,0.807
0.0,0.0,1.0,0.0
0.0,0.787,0.213,0.5719
0.0,0.31,0.69,0.2023
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.87,0.13,0.7712
0.0,0.0,1.0,0.0
0.0,0.787,0.213,0.5719
0.722,0.0,0.278,-0.6369
0.0,0.865,0.135,0.7506
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.586,0.0,0.414,-0.7946
0.0,0.0,1.0,0.0
0.0,0.204,0.796,0.3182
0.0,0.425,0.575,0.5719
0.0,0.412,0.588,0.5423
0.358,0.0,0.642,-0.5994
0.259,0.0,0.741,-0.4215
0.0,0.346,0.654,0.5719
0.455,0.0,0.545,-0.6124
0.0,0.388,0.612,0.6908
0.0,0.355,0.645,0.5106
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.239,0.0,0.761,-0.296
0.0,0.0,1.0,0.0
0.316,0.0,0.684,-0.5719
0.0,0.0,1.0,0.0
0.43,0.0,0.57,-0.5456
0.0,0.0,1.0,0.0
0.211,0.273,0.515,0.1531
0.0,0.333,0.667,0.3612
0.0,0.453,0.547,0.7003
0.0,0.0,1.0,0.0
0.496,0.0,0.504,-0.7096
0.396,0.0,0.604,-0.3862
0.0,0.481,0.519,0.8126
0.0,0.348,0.652,0.4939
0.0,0.504,0.496,0.7964
0.0,0.262,0.738,0.4939
0.0,0.565,0.435,0.7579
0.0,0.528,0.472,0.7717
0.0,0.0,1.0,0.0
0.0,0.448,0.552,0.69
0.0,0.34,0.66,0.5574
0.223,0.0,0.777,-0.3182
0.0,0.449,0.551,0.6908
0.0,0.448,0.552,0.69
0.0,0.77,0.23,0.7717
0.0,0.39,0.61,0.4939
0.0,0.0,1.0,0.0
0.667,0.0,0.333,-0.719
0.0,0.429,0.571,0.4588
0.0,0.0,1.0,0.0
0.0,0.677,0.323,0.743
0.0,0.492,0.508,0.4417
0.0,0.0,1.0,0.0
0.311,0.301,0.388,-0.0258
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.367,0.0,0.633,-0.4404
0.153,0.708,0.139,0.8402
0.391,0.264,0.345,-0.2732
0.0,0.615,0.385,0.7506
0.0,0.608,0.392,0.4767
0.153,0.708,0.139,0.8402
0.0,0.61,0.39,0.5719
0.153,0.708,0.139,0.8402
0.0,0.39,0.61,0.4939
0.0,0.385,0.615,0.3612
0.524,0.0,0.476,-0.296
0.0,0.661,0.339,0.8316
0.0,0.467,0.533,0.5423
0.0,0.0,1.0,0.0
0.386,0.273,0.341,-0.25
0.0,0.6,0.4,0.7184
0.177,0.823,0.0,0.8402
0.0,0.412,0.588,0.6369
0.0,0.0,1.0,0.0
0.177,0.661,0.161,0.7184
0.0,0.516,0.484,0.296
0.0,0.0,1.0,0.0
0.0,0.474,0.526,0.5574
0.552,0.0,0.448,-0.5719
0.0,0.39,0.61,0.4939
0.651,0.0,0.349,-0.6808
0.0,0.432,0.568,0.5859
0.457,0.0,0.543,-0.5209
0.473,0.0,0.527,-0.5562
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.303,0.697,0.1877
0.0,0.403,0.597,0.4023
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.455,0.545,0.3612
0.0,0.0,1.0,0.0
0.0,0.661,0.339,0.5994
0.0,0.383,0.617,0.4767
0.0,0.425,0.575,0.5719
0.0,0.494,0.506,0.5994
0.0,0.0,1.0,0.0
0.0,0.42,0.58,0.4404
0.0,0.516,0.484,0.4939
0.0,0.559,0.441,0.5859
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.375,0.0,0.625,-0.4588
0.0,0.322,0.678,0.2263
0.0,0.0,1.0,0.0
0.412,0.0,0.588,-0.5423
0.42,0.0,0.58,-0.4404
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.67,0.0,0.33,-0.7269
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.49,0.0,0.51,-0.5927
0.0,0.0,1.0,0.0
0.0,0.362,0.638,0.1779
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.275,0.0,0.725,-0.2263
0.63,0.0,0.37,-0.6249
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.4,0.6,0.25
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.222,0.0,0.778,-0.25
0.481,0.0,0.519,-0.5719
0.0,0.0,1.0,0.0
0.0,0.42,0.58,0.4404
0.0,0.385,0.615,0.3612
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.796,0.204,0.5994
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.5267
0.0,0.71,0.29,0.8689
0.0,0.0,1.0,0.0
0.0,0.655,0.345,0.5859
0.0,0.0,1.0,0.0
0.0,0.6,0.4,0.4588
0.444,0.0,0.556,-0.1531
0.0,0.0,1.0,0.0
0.0,0.778,0.222,0.5423
0.0,0.0,1.0,0.0
0.0,0.71,0.29,0.8689
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.583,0.417,0.4215
0.0,0.0,1.0,0.0
0.0,0.71,0.29,0.8689
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.204,0.796,0.3182
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.254,0.19,0.556,-0.2023
0.25,0.0,0.75,-0.25
0.423,0.0,0.577,-0.296
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.649,0.351,0.5719
0.0,0.559,0.441,0.5859
0.0,0.78,0.22,0.7959
0.0,1.0,0.0,0.807
0.0,0.524,0.476,0.5267
0.0,0.773,0.227,0.7783
0.0,0.556,0.444,0.3612
0.0,0.0,1.0,0.0
0.0,0.78,0.22,0.7959
0.0,0.333,0.667,0.25
0.0,0.0,1.0,0.0
0.315,0.0,0.685,-0.3182
0.0,0.0,1.0,0.0
0.5,0.0,0.5,-0.4588
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.404,0.0,0.596,-0.5255
0.0,0.18,0.82,0.0258
0.0,0.0,1.0,0.0
0.425,0.0,0.575,-0.5719
0.545,0.0,0.455,-0.34
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.483,0.0,0.517,-0.4215
0.0,0.357,0.643,0.4168
0.516,0.0,0.484,-0.4939
0.281,0.314,0.405,0.0834
0.348,0.0,0.652,-0.1531
0.0,0.306,0.694,0.296
0.0,0.0,1.0,0.0
0.353,0.265,0.382,-0.2321
0.0,0.0,1.0,0.0
0.39,0.0,0.61,-0.4939
0.555,0.0,0.445,-0.6103
0.0,0.0,1.0,0.0
0.0,0.341,0.659,0.4767
0.342,0.0,0.658,-0.3818
0.281,0.281,0.439,0.0
0.367,0.0,0.633,-0.4404
0.0,0.0,1.0,0.0
0.355,0.0,0.645,-0.296
0.0,0.0,1.0,0.0
0.42,0.0,0.58,-0.4404
0.0,0.0,1.0,0.0
0.322,0.0,0.678,-0.2263
0.41,0.0,0.59,-0.4184
0.0,0.0,1.0,0.0
0.0,0.388,0.612,0.5859
0.0,0.0,1.0,0.0
0.412,0.0,0.588,-0.4215
0.405,0.0,0.595,-0.5267
0.349,0.0,0.651,-0.0382
0.0,0.0,1.0,0.0
0.0,0.375,0.625,0.4585
0.0,0.0,1.0,0.0
0.0,0.432,0.568,0.5859
0.626,0.0,0.374,-0.7717
0.348,0.0,0.652,-0.4939
0.211,0.0,0.789,-0.1531
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.367,0.0,0.633,-0.4404
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.638,0.0,0.362,-0.6476
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.524,0.0,0.476,-0.296
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.423,0.0,0.577,-0.296
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.556,0.0,0.444,-0.6124
0.0,0.0,1.0,0.0
0.75,0.0,0.25,-0.4588
0.271,0.141,0.588,-0.2732
0.0,0.0,1.0,0.0
0.315,0.0,0.685,-0.3182
0.0,0.0,1.0,0.0
0.744,0.0,0.256,-0.4404
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
1.0,0.0,0.0,-0.9245
0.0,0.796,0.204,0.5994
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.2,0.447,0.353,0.4767
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.286,0.0,0.714,-0.25
0.0,0.0,1.0,0.0
0.0,0.23,0.77,0.126
1.0,0.0,0.0,-0.7096
0.0,0.0,1.0,0.0
0.0,0.652,0.348,0.8176
0.282,0.0,0.718,-0.2411
0.0,0.39,0.61,0.4939
0.0,0.394,0.606,0.5023
0.0,0.398,0.602,0.5106
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.315,0.685,0.3182
0.0,0.438,0.562,0.5994
0.209,0.518,0.273,0.5267
0.479,0.0,0.521,-0.6808
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.302,0.698,0.0772
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.655,0.345,0.5859
0.0,0.0,1.0,0.0
0.0,0.655,0.345,0.5859
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.552,0.0,0.448,-0.5719
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.552,0.0,0.448,-0.5719
0.394,0.0,0.606,-0.3818
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.5,0.5,0.4585
0.545,0.0,0.455,-0.34
0.0,0.492,0.508,0.4404
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.545,0.455,0.34
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.388,0.0,0.612,-0.2263
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.412,0.0,0.588,-0.4215
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.552,0.0,0.448,-0.5719
0.592,0.0,0.408,-0.4404
0.348,0.0,0.652,-0.1531
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.286,0.714,0.25
0.545,0.0,0.455,-0.5574
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.853,0.0,0.147,-0.7003
0.423,0.0,0.577,-0.296
0.0,0.0,1.0,0.0
0.455,0.0,0.545,-0.3612
0.62,0.0,0.38,-0.5994
0.355,0.0,0.645,-0.296
0.333,0.0,0.667,-0.25
0.663,0.0,0.337,-0.7096
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.483,0.0,0.517,-0.4215
0.0,0.0,1.0,0.0
0.333,0.0,0.667,-0.25
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.552,0.0,0.448,-0.5719
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.412,0.588,0.2732
0.0,0.0,1.0,0.0
0.0,0.362,0.638,0.1779
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.444,0.556,0.4939
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.583,0.0,0.417,-0.4215
0.0,0.0,1.0,0.0
0.0,0.4,0.6,0.25
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.273,0.727,0.128
0.556,0.0,0.444,-0.3612
0.0,0.396,0.604,0.3875
0.0,0.0,1.0,0.0
0.545,0.0,0.455,-0.5562
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.655,0.345,0.5859
0.0,0.512,0.488,0.6369
0.538,0.0,0.462,-0.5423
0.0,0.0,1.0,0.0
0.0,0.545,0.455,0.34
0.417,0.444,0.139,0.0516
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.556,0.444,0.3612
0.0,0.0,1.0,0.0
0.0,0.556,0.444,0.3612
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.342,0.405,0.253,0.128
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.516,0.484,0.4939
0.0,0.394,0.606,0.0772
0.565,0.0,0.435,-0.5994
0.0,0.0,1.0,0.0
0.0,0.787,0.213,0.5719
0.0,0.0,1.0,0.0
0.661,0.0,0.339,-0.5994
0.0,0.314,0.686,0.3164
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.436,0.0,0.564,-0.4753
0.375,0.0,0.625,-0.4588
0.275,0.0,0.725,-0.2263
0.375,0.0,0.625,-0.4588
0.136,0.379,0.485,0.5423
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.485,0.0,0.515,-0.5719
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.359,0.0,0.641,-0.4215
0.0,0.0,1.0,0.0
0.0,0.167,0.833,0.0516
0.0,0.492,0.508,0.4404
0.0,0.0,1.0,0.0
0.0,0.634,0.366,0.6369
0.444,0.0,0.556,-0.4939
0.0,0.0,1.0,0.0
0.324,0.0,0.676,-0.34
0.0,0.0,1.0,0.0
0.226,0.302,0.472,0.2023
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.455,0.242,0.303,-0.4215
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.375,0.0,0.625,-0.4588
0.474,0.0,0.526,-0.5574
0.0,0.0,1.0,0.0
0.207,0.359,0.435,0.34
0.0,0.294,0.706,0.3612
0.0,0.0,1.0,0.0
0.0,0.492,0.508,0.4404
0.0,0.0,1.0,0.0
0.0,0.634,0.366,0.6369
0.444,0.0,0.556,-0.4939
0.0,0.0,1.0,0.0
0.0,0.258,0.742,0.1877
0.0,0.462,0.538,0.6486
0.0,0.375,0.625,0.4588
0.0,0.348,0.652,0.4939
0.0,0.0,1.0,0.0
0.33,0.0,0.67,-0.4497
0.0,0.394,0.606,0.5994
0.344,0.0,0.656,-0.2732
0.0,0.0,1.0,0.0
0.0,0.375,0.625,0.4588
0.0,0.0,1.0,0.0
0.0,0.31,0.69,0.4019
0.0,0.0,1.0,0.0
0.306,0.0,0.694,-0.296
0.0,0.275,0.725,0.2244
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.574,0.426,0.8442
0.165,0.478,0.357,0.6582
0.0,0.457,0.543,0.6369
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.286,0.714,0.34
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.412,0.588,0.6369
0.216,0.353,0.431,0.3134
0.268,0.0,0.732,-0.296
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.314,0.686,0.4939
0.0,0.464,0.536,0.6369
0.0,0.633,0.367,0.8847
0.0,0.259,0.741,0.2732
0.163,0.297,0.54,0.3582
0.0,0.0,1.0,0.0
0.224,0.308,0.467,0.2263
0.0,0.417,0.583,0.6124
0.22,0.0,0.78,-0.3089
0.0,0.0,1.0,0.0
0.0,0.291,0.709,0.5719
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.677,0.323,0.8126
0.0,0.538,0.462,0.7906
0.423,0.0,0.577,-0.765
0.0,0.291,0.709,0.5719
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.583,0.0,0.417,-0.6808
0.383,0.0,0.617,-0.4767
0.612,0.0,0.388,-0.743
0.419,0.0,0.581,-0.5574
0.0,0.0,1.0,0.0
0.508,0.0,0.492,-0.4767
0.0,0.0,1.0,0.0
0.369,0.169,0.462,-0.3182
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.398,0.261,0.341,-0.296
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.595,0.0,0.405,-0.5267
0.0,0.299,0.701,0.3724
0.253,0.287,0.46,0.0772
0.0,0.381,0.619,0.5719
0.33,0.361,0.309,0.0772
0.279,0.541,0.18,0.4404
0.565,0.0,0.435,-0.5994
0.0,0.39,0.61,0.4939
0.359,0.0,0.641,-0.4215
0.275,0.0,0.725,-0.2263
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.5,0.0,0.5,-0.6124
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.333,0.0,0.667,-0.4588
0.0,0.429,0.571,0.4588
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.381,0.0,0.619,-0.5719
0.0,0.0,1.0,0.0
0.375,0.0,0.625,-0.4588
0.437,0.0,0.563,-0.4767
0.5,0.0,0.5,-0.4588
0.203,0.362,0.435,0.2732
0.412,0.0,0.588,-0.4215
0.0,0.0,1.0,0.0
0.226,0.452,0.323,0.4767
0.0,0.0,1.0,0.0
0.347,0.337,0.316,-0.0258
0.0,0.0,1.0,0.0
0.674,0.0,0.326,-0.7351
0.0,0.0,1.0,0.0
0.412,0.0,0.588,-0.4215
0.275,0.0,0.725,-0.2263
0.0,0.437,0.563,0.4767
0.42,0.0,0.58,-0.4404
0.0,0.0,1.0,0.0
0.225,0.326,0.449,0.2263
0.367,0.0,0.633,-0.4404
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.429,0.571,0.4588
0.367,0.0,0.633,-0.4404
0.0,0.481,0.519,0.5719
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.385,0.615,0.3612
0.0,0.457,0.543,0.6369
0.0,0.0,1.0,0.0
0.0,0.626,0.374,0.7717
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.294,0.0,0.706,-0.3612
0.0,0.0,1.0,0.0
0.0,0.619,0.381,0.7579
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.326,0.0,0.674,-0.4404
0.744,0.0,0.256,-0.8271
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.744,0.0,0.256,-0.8271
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.483,0.0,0.517,-0.4215
0.0,0.0,1.0,0.0
0.207,0.675,0.118,0.836
0.0,0.0,1.0,0.0
0.0,0.524,0.476,0.5106
0.0,0.492,0.508,0.4404
0.0,0.0,1.0,0.0
0.0,0.626,0.374,0.7717
0.0,0.535,0.465,0.3182
0.0,0.516,0.484,0.4939
0.0,0.492,0.508,0.4404
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.375,0.625,0.34
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.348,0.0,0.652,-0.4939
0.284,0.618,0.098,0.5267
0.0,0.455,0.545,0.3612
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.744,0.0,0.256,-0.8271
0.0,0.0,1.0,0.0
0.0,0.492,0.508,0.4404
0.0,0.641,0.359,0.7469
0.0,0.455,0.545,0.3612
0.49,0.0,0.51,-0.5859
0.492,0.0,0.508,-0.4404
0.0,0.0,1.0,0.0
0.857,0.0,0.143,-0.7177
0.488,0.39,0.122,-0.2023
0.0,0.0,1.0,0.0
0.565,0.0,0.435,-0.5994
0.434,0.0,0.566,-0.3182
0.34,0.36,0.3,0.0516
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.375,0.0,0.625,-0.34
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.457,0.543,0.6369
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.622,0.378,0.5093
0.0,0.0,1.0,0.0
0.0,0.506,0.494,0.6239
0.559,0.0,0.441,-0.5859
0.0,0.0,1.0,0.0
0.483,0.0,0.517,-0.4215
0.0,0.0,1.0,0.0
0.286,0.0,0.714,-0.25
0.0,0.394,0.606,0.5994
0.0,0.0,1.0,0.0
0.535,0.0,0.465,-0.5574
0.0,0.322,0.678,0.5859
0.0,0.0,1.0,0.0
0.588,0.0,0.412,-0.6908
0.0,0.0,1.0,0.0
0.254,0.346,0.4,0.1759
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.388,0.612,0.5859
0.459,0.0,0.541,-0.5267
0.0,0.388,0.612,0.5859
0.0,0.0,1.0,0.0
0.333,0.0,0.667,-0.5423
0.0,0.412,0.588,0.4215
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.452,0.548,0.5106
0.0,0.0,1.0,0.0
0.295,0.229,0.476,-0.1779
0.375,0.0,0.625,-0.5574
0.425,0.258,0.317,-0.4767
0.381,0.0,0.619,-0.5719
0.0,0.0,1.0,0.0
0.438,0.0,0.562,-0.5994
0.322,0.0,0.678,-0.2263
0.31,0.0,0.69,-0.4019
0.0,0.0,1.0,0.0
0.457,0.0,0.543,-0.6369
0.32,0.27,0.41,-0.1531
0.0,0.0,1.0,0.0
0.0,0.512,0.488,0.636
0.0,0.0,1.0,0.0
0.0,0.434,0.566,0.3182
0.294,0.0,0.706,-0.3612
0.344,0.0,0.656,-0.2732
